"Week" "Month" "Day" "Year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "COLFA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "PALIS" "MILNE" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
47 6 25 1995 795599.0696499 1139749.17068519 1344745.38491162 144705.881621967 655061.095135927 774279.840330638 1182036.60649823 452469.008897975 119103.826384948 510077.004055289 779364.168313189 824442.025572509 934343.756571554 966620.149377492 3444214.73086073 3609188.57262718 3786890.29527228 3865496.64408211 3964725.43045353 3989579.68003642 4028802.68435875 295197.073237826 788225.259569397 1429441.19206382 1424389.21103074 1418487.22281593 128610.178225728 2317604.20484215 2298480.3921256 2290603.49958255 2269262.96802243 6580496.92241442 6815044.47953326 6915243.86944322 7094526.48673034
48 7 2 1995 713468.615473503 1052567.60197354 1278363.93107197 117677.587699301 527781.199998471 624363.918939069 981851.873387031 302207.179762188 76890.0406050848 362613.7747303 612063.228200036 652652.657281419 767160.882014825 808475.075982593 3476587.24542691 3721063.77628623 3885249.98756956 4012215.06448354 4125974.38192339 4157316.39204505 4189189.99614171 198103.309107926 345040.367320625 840631.486896285 845345.374639077 867758.452908837 71535.0123282027 1714290.83687661 1759440.92680952 1830861.61675918 1875856.04054647 6102684.98042584 6230742.2552444 6389361.26150481 6497435.70846061
49 7 9 1995 954278.435514716 1214103.26318221 1407283.51198632 158253.347466166 389163.587795218 470345.052698176 798748.042959785 277912.549791633 78513.5859141102 365359.072091134 545872.151935039 575305.405093692 614028.894224291 636798.215893298 3241403.36761308 3381469.88554363 3478396.54187057 3539010.55670315 3601042.60949147 3610933.47170214 3633827.53674853 273280.222218432 394482.273487778 683861.339743233 682898.621061781 687930.603638623 86234.9694533198 1493158.72636744 1488850.80975746 1526802.59729522 1521751.55256239 4855656.86454199 4904203.22456815 5255150.7334755 5430610.67147571
50 7 16 1995 583087.858874965 828822.856338945 1020152.06659661 100348.002660293 298076.855727779 372208.491660792 640775.412645856 202497.619031325 70244.3818015778 277031.887459753 487777.904446225 515908.844031127 548923.447584306 571530.617772354 2869322.73057374 3066093.37497385 3187089.58795158 3285889.32643867 3345326.8586783 3369076.49905837 3391754.34137707 278183.531369384 384368.0174152 659358.082539032 658203.881360722 661125.376307596 51700.2916867422 1241105.67296637 1230392.76873924 1252594.55342753 1245592.81652086 4308324.74004633 4253958.49072237 4540046.28504999 4637105.62906554
51 7 23 1995 424321.978652435 620453.127632167 688075.461015375 79271.1757524083 206894.972605812 247115.523382089 402563.248948661 157535.051467813 47154.3044824233 200355.138568876 345268.392313949 366725.923039275 413463.994585413 434983.160556388 1936860.64120063 2076255.1836598 2155735.32579531 2249907.05621661 2307645.70099971 2342988.12730927 2370936.80953456 176771.230408022 272427.311316777 552306.524256801 553149.193325464 556860.058002254 29688.8671625308 984037.982220108 993540.888017102 1030534.28678593 1039655.3560722 3281566.57165017 3364448.94489064 3634716.37281008 3784600.65484912
52 7 30 1995 645355.03609119 802294.775092026 894113.265663356 106527.069493833 186052.531950025 224534.37515023 419042.828796 146965.470043826 38789.0306958482 207204.142003235 337536.199902274 354594.928717058 365840.89483203 377179.882477703 1709779.11675743 1741965.88791982 1792896.00282136 1800558.08466661 1815952.52921475 1795361.66846008 1792419.77999633 130213.921153848 214824.258626464 417206.677767832 418235.662959531 421087.568860987 21252.7459263519 746829.480273711 748152.134601405 768291.247043351 768885.285565064 2359875.07338339 2370143.98409422 2560921.09025732 2667621.55116623
1 8 6 1995 475468.064706292 699687.694815209 942880.429367683 61808.5807005649 153269.517461522 170244.766906385 296089.175835944 84894.0801793306 21414.7120555667 112114.730905989 216277.383621592 222515.631192911 236919.083682174 238663.287652121 1783729.21688469 1901296.63178472 1986015.47453641 2047026.25574806 2081854.09713399 2095803.95931135 2105381.73862636 90431.8817082483 143743.848646141 343998.219225802 345288.415284225 347491.363763256 21412.0079362577 600438.296161295 603533.796430456 644318.860151297 647129.845967596 2769011.67386622 2693374.07223159 2741299.66540776 2738000.83006528
2 8 13 1995 770886.79469242 903844.837123576 1165082.53887565 166668.322276444 178129.362917531 197604.609720427 526838.349406655 87292.7630866807 17793.5371348395 110096.437964202 191992.380088818 199844.558296021 213029.193176095 211696.483817772 1726852.35458666 1706491.88687199 1792843.92532955 1740171.07444419 1731340.0548389 1672975.77991363 1647847.4066629 83086.6418443462 123574.580597192 274275.257803092 274886.75524743 277563.470223296 31348.7415954114 509411.110147194 510220.175770471 553030.465798393 553401.439446991 2166918.14107872 2196194.73186483 2288268.86221227 2386657.38070721
3 8 20 1995 601734.180312681 746223.650857887 1043704.91676338 91368.6592362781 150729.087285724 172889.180141738 377310.409978871 79569.667703817 20663.3887206376 108503.89732911 195500.762660189 200636.287459609 205276.231343081 204395.782301533 1780884.68449914 1885560.91832249 1986115.50956858 2041285.50599629 2072834.9810913 2099224.81431777 2119110.94291054 76311.3328953472 120941.799509856 268423.380425542 268333.35302644 269191.271176989 30720.9491063599 480351.069402105 471984.652689355 497833.816131714 491512.423695262 2718648.1302122 2660366.24663042 2695853.32534189 2691180.35342215
4 8 27 1995 374488.14609071 495647.760247937 656853.480004185 42017.6079594982 106398.515166559 121967.207427608 231142.278034799 53267.1762485864 16189.5593719775 75100.6766876829 160173.091174879 166432.740226524 185528.258060567 187753.653867162 1301829.88779414 1389462.39014591 1476853.47164386 1531787.98308183 1560354.30993426 1580410.2039848 1594481.29249984 81785.2302102509 123026.293846313 237028.126737245 236586.831072932 239027.831035511 21391.2211527211 444411.144919024 452383.028789457 492932.991326869 500578.378289597 2224397.48272122 2276865.79583347 2351453.6382 2416548.56510359
5 9 3 1995 263473.457671002 353701.520671691 391324.035113613 31728.3313943212 89190.544660938 99568.4257332025 175853.623865264 39151.1252889582 12371.025626638 52500.1144149628 114448.49553656 117954.850763251 133488.905374491 132264.897343122 768006.506767431 808174.031218423 859860.003648353 891853.462239533 913501.575216759 912798.081615781 924301.832941373 65499.946561341 116633.59694164 262172.300902618 261560.751057353 262594.279647687 14771.3252352016 412684.167829122 413854.178001248 416836.67841123 416926.342867247 1499663.311249 1572264.30061717 1659301.3453338 1724518.24675379
6 9 10 1995 338139.581661546 419513.849936625 476208.011975704 70758.1356437479 103639.409346921 117126.414146082 234517.700634093 44129.9914220124 15797.713723565 51541.4602245725 96888.3823257755 97750.8967386666 107515.078571598 101392.085891701 747806.356863485 763486.403229227 795416.1119994 790298.014366258 796695.936889744 757984.490486087 761998.718573836 64883.0817131341 103421.321161879 261186.62485812 260927.03723213 260797.879905171 15689.0356177349 420494.726938476 417831.842140972 390763.883458547 389049.279195944 1290034.98469247 1306913.9545702 1377845.35256418 1372041.99652127
7 9 17 1995 234281.538140177 346294.210878989 423935.967578291 24895.6876566444 75629.5232883227 95251.7215750717 160191.120571808 35153.2440903128 14944.2964159638 43825.3626744042 117065.118615911 122436.59904471 148485.821205643 142383.322656813 927482.771213044 1013684.2638731 1055659.56364479 1076939.11544385 1087190.4864194 1044329.79357488 1048326.36071486 56054.3231821036 90391.1173058903 242670.714519789 242720.181032628 243766.227995678 15100.1946995897 409535.664522706 415918.431103782 395839.65293837 400900.252887552 1588161.15194316 1557347.35755292 1603780.9821908 1551625.22748905
8 9 24 1995 176014.758466416 263352.5551218 267421.621556804 17872.5000717713 66058.6462547771 75077.6684834907 112273.077646807 34201.285806108 11619.2601892132 40715.2067527886 88854.9524820957 90090.9728491981 101003.085784553 95964.231390105 546406.224950922 589875.518232228 615263.483704496 641076.233869659 654791.894686664 641433.110446816 651592.260876475 56538.4468000095 82458.8758379173 213691.601507768 213635.851796582 214845.588933689 16591.60077165 358157.794053417 358177.096101972 332994.756567044 332553.916489523 1168481.04144169 1251299.31607204 1338137.70587372 1369277.36775482
9 10 1 1995 186534.081223022 260174.174842123 274572.500254323 26105.3134206839 65596.7159261345 80829.4725910414 132434.308053714 33815.7933559673 11187.2818901803 38171.7333643211 81190.2315534232 85335.4044999254 103826.794376899 102195.860362489 530711.689252637 551724.149134286 572419.141844706 576963.696376262 581071.467450703 556772.252103465 557879.757500565 52359.7579579255 80451.3385607521 204256.377285317 204044.897702095 205916.1040801 18660.9091909505 358409.733784298 355713.785033681 330892.425881259 328919.305780856 962147.461249371 969701.765138643 1028197.0574046 1037161.46070016
10 10 8 1995 192140.2268707 265890.768266261 389696.221861318 35627.8256485234 111054.818948465 131954.645082966 286348.234001302 72209.6759946767 21231.3562588973 82700.3764414784 150844.856797674 152199.572735757 161611.507619939 166501.385703891 860972.361903211 878943.324586138 906092.168327181 880126.315219713 866319.148585277 841404.493515665 835569.449337302 52645.9794051674 82783.5779806795 197648.294401098 197162.036459325 206735.353962723 36823.2598290398 483535.274872249 476590.724652811 425431.427195382 418523.329831393 1118223.31407243 1037302.20711767 1070284.3711362 1067473.9179382
11 10 15 1995 187554.9359009 251310.111354491 390022.186878811 58481.1032651286 115551.350268559 140868.385954644 311377.066680675 119833.431576934 26356.3524311432 118207.140733809 172211.570679135 172211.094581781 190510.325733696 200108.530451028 889419.356397524 929042.232675289 958466.88854533 973287.734567503 985835.4438149 996785.300299629 1014407.2395461 51469.5865233229 86315.5577150406 226206.458193667 226370.964974959 237315.761317073 36927.4734468241 510026.559207336 505385.452440368 456110.434830361 455629.165788594 1496242.13108596 1535695.82437957 1602071.29496493 1651765.12990683
12 10 22 1995 222283.992691746 290872.340041864 519522.016348142 63914.8473663414 109822.655377386 135292.48776728 333633.578674165 101630.103229443 29443.7321020781 111240.999835594 204825.191642703 213453.918422705 272634.159016684 288259.103756634 1264748.17120701 1345570.05572596 1373808.59637894 1375930.29170726 1373853.4287425 1363688.19207522 1367610.61306013 47202.609144156 75263.203752555 206949.017132342 207381.1995916 219196.801839334 42867.0420752446 523641.431761393 533148.878623824 488553.154551573 495878.993779683 1755204.16538002 1709797.65129544 1754849.79692009 1776069.74627663
13 10 29 1995 141284.909282606 190677.679825114 260657.056450428 24469.2821196717 79221.0490316297 94590.3265886523 185849.592009082 57395.779648329 23653.5102632879 66355.2169905436 137155.150357324 141910.246758223 189520.109608829 204618.422745118 827223.864313286 923139.44799284 950058.284979834 1011803.10242668 1044277.52340555 1091195.82128878 1126692.8750062 42066.287762836 71810.8358500439 185585.638434343 185254.177031295 195032.833916648 35549.3426056349 441186.439442545 440250.19133207 395759.101074561 398347.988325441 1646723.43716389 1753725.70636278 1838081.53582407 1921360.74601056
14 11 5 1995 107986.83700606 170849.543544079 209740.534038633 15327.3970751056 74188.6803554206 93937.7168904306 161701.16429928 58741.8325061471 25271.5093208406 64846.1391890925 135341.30674354 145081.615753408 190139.160570391 179077.582885091 681483.946981395 744400.653752582 766461.848484263 791607.283812483 802143.155967245 817560.990439697 828187.483674832 43592.6321617554 60088.0305023186 143889.669782179 143723.958723999 150004.901328599 36602.1010084774 378735.209812796 393332.695641189 334229.505459907 342687.180604886 1347114.60044731 1411487.80627357 1488029.47573645 1587220.70986403
15 11 12 1995 98593.02897243 172351.908993145 206207.11325031 14644.4115958331 85313.5833986426 126750.936016847 169995.537824661 83049.0887565458 33457.0799989993 90097.7775648312 154465.803219223 165625.200585604 183613.69129823 159144.576742367 585766.087903727 605320.135725975 631881.318882555 652406.406611838 688565.551201504 689502.436373147 694742.85705584 42393.085711513 55739.5145207552 140803.20542801 140778.168593875 144265.68052597 97642.2856256842 418507.583917584 407954.463350726 319655.494783754 310111.366109574 1244573.95512119 1217889.44787114 1298006.72632386 1453140.20304012
16 11 19 1995 102917.690307768 183580.82843377 246938.177659121 16364.7938567055 87342.4784263188 130360.59582365 190340.8489026 133004.870824252 46029.4825625479 122348.555277883 205392.901192302 226358.017417364 264394.268744573 230264.125549286 851956.473605809 903909.12894098 955426.893991522 971739.887687014 1010660.32496651 1009730.08417413 1015882.6058931 76305.9037094425 106047.004013025 284531.549900428 283577.271087331 285993.938902376 180664.389763752 824671.211668512 830854.711737729 668839.290560026 667953.13877171 2086217.11625771 2056037.19466285 2199073.62414263 2394755.93512385
17 11 26 1995 112866.094224504 203268.238313613 297349.141303069 18830.052362816 100668.02106967 154304.471378789 215617.929383848 157300.525587463 51772.080616016 150223.212253869 234827.887528802 264306.897115182 318065.121446439 278795.918510036 909806.615520456 963946.829637367 1025728.85723422 1048481.48220158 1086915.45973113 1091686.4415882 1098940.25674113 48225.2799076926 66862.8635789624 201841.186010278 203558.785715256 210495.217937424 124015.171934835 588713.619598507 609008.552239081 500330.793336955 516165.273642601 1977678.43855001 2063123.74237892 2191356.70989152 2418546.43583964
18 12 3 1995 96377.2744770876 166213.08568502 312746.434896761 27066.0206311753 133658.71258539 267040.63317434 379918.201336588 286491.570215733 96206.0200413743 299355.215319984 478251.381300443 507385.190435453 478713.662076473 442062.028660644 1403584.482348 1430788.17606141 1514094.75539815 1535732.23400298 1655618.48214549 1622330.8760965 1611470.53613403 53726.6437209696 89031.0687546757 301018.195479807 300592.652863746 303955.996717125 418027.134902661 1361339.3028163 1286927.96630815 1104267.76861847 1046403.57827689 3045940.4557753 2850642.84833758 2908104.61376671 3039070.55192389
19 12 10 1995 71522.5582041462 117157.307698737 228512.768854325 18635.7062969343 117406.155920205 255364.504086584 451648.042764259 138507.41822651 43879.8873530588 172105.648370283 493006.130914332 568221.553923301 714998.683562937 739831.681413581 2015292.95816899 2206906.04887406 2330493.97310036 2373187.77346467 2455266.61313246 2457811.42562036 2447314.08463203 41793.5728549564 107993.350523532 328424.176662554 327323.791582055 333049.883879633 188474.582398079 1220406.57578951 1277271.48872868 1316416.58829546 1360266.70037237 4085374.13666893 4262986.63096622 4284258.5592343 4291423.95107216
20 12 17 1995 68274.7183773531 108049.308251183 207983.552617017 17715.0049549394 111827.838608612 204965.141503674 341297.626296602 144766.998357611 55036.1744604172 180758.811435406 354741.526565302 374104.559900708 434261.923409581 438572.533439012 1326611.21794887 1417442.11810513 1494782.88106932 1536166.87704337 1612507.88504881 1631292.69059692 1669696.79897451 42307.8472252855 112811.955848116 406309.408644659 403822.3034196 407688.467141887 200876.922125724 1066863.60814882 1041145.68075053 1044670.79851374 1018621.27716426 2995371.0510042 3142135.74156085 3321318.63483911 3433697.09372432
21 12 24 1995 67703.0115612033 105013.525478493 194553.37824259 15752.8789515856 94848.504222403 160377.445852024 292322.627475903 95488.5830095268 33621.4299914106 115806.003700954 273091.112901488 297631.702423592 411964.828071453 429700.552366001 1290481.07161627 1424770.60589965 1514225.15264562 1570055.6258427 1625722.26980076 1646800.15429262 1690380.17383372 36048.0158056159 66213.1687806994 340107.961223538 342526.667957345 356165.01578548 112821.616641106 921605.765271001 944768.940585884 967118.227837673 989046.190869836 2872848.41627277 3034203.71272483 3104101.35523449 3147198.04560373
22 12 31 1995 66982.4968937425 102185.116220773 175726.457754585 14787.3944641413 86175.8406080802 118279.566480886 220993.344114348 88692.043980066 31101.2390923854 106185.642071299 220438.162052696 225299.350801771 300571.196238339 311249.593414039 893170.139746221 973598.34699748 1031929.41464326 1076946.02506919 1115937.5528311 1129959.10180896 1138279.31536216 35182.1664840761 54591.185633567 238878.30225857 240103.52311767 245571.830500733 98166.6127365989 655680.664764258 653195.377351742 647714.040039155 647484.003076224 1924544.69357354 2046374.84593549 2129349.33274845 2222991.46605628
23 1 7 1996 59347.7571937196 84519.8670593401 146414.929515158 12526.2676050414 61056.8353702256 92566.1998109827 171482.097105944 47679.2982031499 21580.2871842177 74589.0036861063 142181.083766371 152128.670527521 214296.732986335 232507.685858319 719379.773271377 774158.87484462 798361.505488036 834253.13388437 886155.625496412 884804.607524945 891114.251085107 37524.2533570216 53028.662978523 244570.395581606 244772.684505992 252602.428902035 76699.7247074868 674136.820208314 670867.586512618 675286.39266509 670605.639489618 1636977.06548462 1702976.70463558 1784623.51469153 1929661.83987902
24 1 14 1996 59801.0318131238 82955.1458787391 152633.982327389 14816.1871545424 59982.0478580785 86353.7001512859 164592.041842068 47919.5587678425 21211.5124720316 74116.23680899 134779.445691413 141906.673034889 197837.089949909 214837.114400984 700166.202075233 754701.379784787 779509.692352491 809987.480741773 861693.543680408 857675.841969716 860620.418679778 37294.5798279432 51640.4731445993 242276.611696953 242420.446769942 251218.11767338 70770.7951233575 641365.625186726 641163.590869885 648813.315891096 651364.921442117 1562091.616414 1663968.93558456 1754919.03909528 1896440.10069131
25 1 21 1996 60986.8924122574 83315.809075164 178198.67108201 22397.1544798419 64543.1992175561 114888.327872397 215812.895751845 47182.9137830253 20888.2934173842 75070.5393419944 155489.860138543 172016.26075973 226148.636578239 241292.702710928 910314.411399452 945656.664884817 966148.010569905 958581.805733492 998942.896585629 966160.445639663 960400.779048473 36963.5322684366 60709.4677709375 286597.068776834 284543.669221068 292317.258963627 89137.7451845274 726813.640836841 719030.337739817 752552.85710159 745260.670983593 1695772.49342353 1732711.28891513 1862485.33837237 2054855.38258528
26 1 28 1996 58446.5326563366 78895.5802957406 136645.833414771 12200.2692600392 56017.2852546987 90837.2560074881 172013.452446516 44551.4317769693 20266.233272436 70071.4030471883 145170.321873667 162169.92897716 230042.368138635 249477.44498375 798032.706846925 885778.230889375 923904.32283469 973011.420141835 1034748.7305156 1053573.49025225 1070338.52179459 36472.5877233926 48893.9759866978 227348.093050809 227204.712773457 238403.118363093 58473.3065425631 629566.627885211 638916.121587817 659198.063926167 669402.445282498 1818157.5562057 1910845.90652511 1998256.9979654 2148754.71822933
